,Text,encoded_Author
849,"Federal regulators are set to kick off a two-part plan to slash rates on overseas phone calls, a move that could save consumers and companies billions of dollars but may ruffle the feathers of foreign governments.",40
850,Lloyd's of London announced Tuesday it will give backers more time to meet planned increases in the capital they must put up to support their underwriting activities.,44
851,"International Business Machines Corp. Monday reported a third-quarter profit that came in a shade better than Wall Street had expected, boosted by strong sales of personal computers and services.",46
852,"Britain's Tim Henman emerged on Friday as the only seed to advance to the semifinals of the $475,000 Czech Indoor Open.",1
853,Ontario Finance Minister Ernie Eves said on Thursday the government was ahead of its revised deficit target for 1996/97 and may balance the province's books before the turn of the century.,6
854,"The Australian government appointed stockbrokers on Thursday to manage the proposed sharemarket float of its telecommunications carrier Telstra Corp, which will be the nation's largest privatisation.",23
855,A brisk start to holiday shopping should help retailers post solid sales gains for November and make this season merrier than last year for the nation's store chains.,5
856,"""Why can't I access the Playboy Website?""",11
857,"Britain's J. Sainsbury Plc stole a march on competitors on Friday by becoming the first supermarket to launch banking services in a link with Bank of Scotland, which analysts said may prove to be a money spinner.",16
858,"Holiday sales for top U.S. retailers so far look mildly disappointing, but Wall Street is withholding judgment on the season and retailing's fourth quarter profit outlook until all the scores are tallied.",22
859,"Boosting the pressure on General Motors Corp. for a new labour agreement, the United Auto Workers union Friday set a Sunday night deadline for a strike against the world's largest automaker.",7
860,"China's first and only non-state bank, the China Minsheng Banking Corp, is planning major growth in 1997 but will always be a niche player beside the country's huge state banks, a senior official said on Thursday.",11
861,Visiting Colombian Foreign Minister Maria Emma Mejia said on Monday she hoped to boost cooperation with Beijing to help both nations crack down on a flourishing narcotics trade.,43
862,"With Chairman Jack Smith behind the wheel of a shiny red EV1, General Motors Corp. rolled its first electric vehicle out of the plant Thursday, marking what it dubbed the start of a new era in the auto industry.",48
863,"Ford Motor Co. said Friday it will pay $40 million for the right to put its name on the future home for the National Football League's Detroit Lions, a new domed stadium to be built in downtown Detroit.",7
864,"Fresh from a high-court victory, Florida's anti-tobacco activists are bracing for a legislative assault on the innovative law allowing the state government to sue cigarette makers.",33
865,"The jump in London Metal Exchange (LME) zinc prices to a 4-1/2 year high, as yet, threatens no flood of Chinese metal onto the market, but producers are sitting on a windfall, traders said on Monday.",27
866,"British speciality chemicals group Laporte Plc on Monday reported higher-than-expected annual profits, evidence that its recovery was firmly on track.",19
867,Canada's Barrick Gold Corp seems poised to supplant two South African mining giants to become the world's biggest gold producer through an unprecedented deal which will give it a majority share in Indonesia's rich Busang gold discovery.,12
868,"Britain's NatWest Group said on Thursday it was setting up a new business grouping, NatWest Wealth Management, to tap the potential of private banking, long-term savings and investment markets.",44
869,The Prague Stock Exchange hit a new year-high on Thursday as major banking issues broke out of a recent slump to spur the bourse higher.,1
870,"Australia's second largest bank Westpac Banking Group renewed its interest in Asia on Wednesday through an alliance with British-based Standard Chartered Bank, 3-1/2 years after its sold a swag of its Asian units.",23
871,"Australia's Prime Minister arrives in China on Friday to redefine Canberra as a friend of Beijing, which less than a year ago accused Australia of being party to U.S. attempts to contain China, business sources said.",27
